,born,bornCity,bornCountry,bornCountryCode,died,diedCity,diedCountry,diedCountryCode,firstname,gender,id,prizes,surname,affiliations,category,motivation,overallMotivation,share,year
715,1961-12-19,"Palo Alto, CA",USA,US,0000-00-00,,,,Eric A.,male,738,"[{'year': '2001', 'category': 'physics', 'share': '3', 'motivation': '""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates""', 'affiliations': [{'name': 'University of Colorado, JILA', 'city': 'Boulder, CO', 'country': 'USA'}]}]",Cornell,"[{'name': 'University of Colorado, JILA', 'city': 'Boulder, CO', 'country': 'USA'}]",physics,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates""",,3,2001
716,1957-10-21,Heidelberg,West Germany (now Germany),DE,0000-00-00,,,,Wolfgang,male,739,"[{'year': '2001', 'category': 'physics', 'share': '3', 'motivation': '""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates""', 'affiliations': [{'name': 'Massachusetts Institute of Technology (MIT)', 'city': 'Cambridge, MA', 'country': 'USA'}]}]",Ketterle,"[{'name': 'Massachusetts Institute of Technology (MIT)', 'city': 'Cambridge, MA', 'country': 'USA'}]",physics,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates""",,3,2001
717,1951-03-26,"Corvallis, OR",USA,US,0000-00-00,,,,Carl E.,male,740,"[{'year': '2001', 'category': 'physics', 'share': '3', 'motivation': '""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates""', 'affiliations': [{'name': 'University of Colorado, JILA', 'city': 'Boulder, CO', 'country': 'USA'}]}]",Wieman,"[{'name': 'University of Colorado, JILA', 'city': 'Boulder, CO', 'country': 'USA'}]",physics,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates""",,3,2001
718,1917-06-01,"Taunton, MA",USA,US,2012-06-13,"Chesterfield, MO",USA,US,William S.,male,741,"[{'year': '2001', 'category': 'chemistry', 'share': '4', 'motivation': '""for their work on chirally catalysed hydrogenation reactions""', 'affiliations': [{'city': 'St. Louis, MO', 'country': 'USA'}]}]",Knowles,"[{'city': 'St. Louis, MO', 'country': 'USA'}]",chemistry,"""for their work on chirally catalysed hydrogenation reactions""",,4,2001
719,1938-09-03,Kobe,Japan,JP,0000-00-00,,,,Ryoji,male,742,"[{'year': '2001', 'category': 'chemistry', 'share': '4', 'motivation': '""for their work on chirally catalysed hydrogenation reactions""', 'affiliations': [{'name': 'Nagoya University', 'city': 'Nagoya', 'country': 'Japan'}]}]",Noyori,"[{'name': 'Nagoya University', 'city': 'Nagoya', 'country': 'Japan'}]",chemistry,"""for their work on chirally catalysed hydrogenation reactions""",,4,2001
720,1941-04-28,"Philadelphia, PA",USA,US,0000-00-00,,,,K. Barry,male,743,"[{'year': '2001', 'category': 'chemistry', 'share': '2', 'motivation': '""for his work on chirally catalysed oxidation reactions""', 'affiliations': [{'name': 'The Scripps Research Institute', 'city': 'La Jolla, CA', 'country': 'USA'}]}]",Sharpless,"[{'name': 'The Scripps Research Institute', 'city': 'La Jolla, CA', 'country': 'USA'}]",chemistry,"""for his work on chirally catalysed oxidation reactions""",,2,2001
721,1940-06-17,"New Haven, CT",USA,US,0000-00-00,,,,George A.,male,744,"[{'year': '2001', 'category': 'economics', 'share': '3', 'motivation': '""for their analyses of markets with asymmetric information""', 'affiliations': [{'name': 'University of California', 'city': 'Berkeley, CA', 'country': 'USA'}]}]",Akerlof,"[{'name': 'University of California', 'city': 'Berkeley, CA', 'country': 'USA'}]",economics,"""for their analyses of markets with asymmetric information""",,3,2001
722,1943-00-00,"Montclair, NJ",USA,US,0000-00-00,,,,A. Michael,male,745,"[{'year': '2001', 'category': 'economics', 'share': '3', 'motivation': '""for their analyses of markets with asymmetric information""', 'affiliations': [{'name': 'Stanford University', 'city': 'Stanford, CA', 'country': 'USA'}]}]",Spence,"[{'name': 'Stanford University', 'city': 'Stanford, CA', 'country': 'USA'}]",economics,"""for their analyses of markets with asymmetric information""",,3,2001
723,1943-02-09,"Gary, IN",USA,US,0000-00-00,,,,Joseph E.,male,746,"[{'year': '2001', 'category': 'economics', 'share': '3', 'motivation': '""for their analyses of markets with asymmetric information""', 'affiliations': [{'name': 'Columbia University', 'city': 'New York, NY', 'country': 'USA'}]}]",Stiglitz,"[{'name': 'Columbia University', 'city': 'New York, NY', 'country': 'USA'}]",economics,"""for their analyses of markets with asymmetric information""",,3,2001
724,1932-08-17,,Trinidad,TT,0000-00-00,,,,Sir Vidiadhar Surajprasad,male,747,"[{'year': '2001', 'category': 'literature', 'share': '1', 'motivation': '""for having united perceptive narrative and incorruptible scrutiny in works that compel us to see the presence of suppressed histories""', 'affiliations': [[]]}]",Naipaul,[[]],literature,"""for having united perceptive narrative and incorruptible scrutiny in works that compel us to see the presence of suppressed histories""",,1,2001
725,0000-00-00,,,,0000-00-00,,,,United Nations (U.N.),org,748,"[{'year': '2001', 'category': 'peace', 'share': '2', 'motivation': '""for their work for a better organized and more peaceful world""', 'affiliations': [[]]}]",,[[]],peace,"""for their work for a better organized and more peaceful world""",,2,2001
726,1938-04-08,Kumasi,Gold Coast (now Ghana),GH,0000-00-00,,,,Kofi,male,749,"[{'year': '2001', 'category': 'peace', 'share': '2', 'motivation': '""for their work for a better organized and more peaceful world""', 'affiliations': [[]]}]",Annan,[[]],peace,"""for their work for a better organized and more peaceful world""",,2,2001
727,1927-01-13,Germiston,South Africa,ZA,0000-00-00,,,,Sydney,male,750,"[{'year': '2002', 'category': 'medicine', 'share': '3', 'motivation': '""for their discoveries concerning genetic regulation of organ development and programmed cell death\'""', 'affiliations': [{'name': 'The Molecular Sciences Institute', 'city': 'Berkeley, CA', 'country': 'USA'}]}]",Brenner,"[{'name': 'The Molecular Sciences Institute', 'city': 'Berkeley, CA', 'country': 'USA'}]",medicine,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",,3,2002
728,1947-05-08,"Chicago, IL",USA,US,0000-00-00,,,,H. Robert,male,751,"[{'year': '2002', 'category': 'medicine', 'share': '3', 'motivation': '""for their discoveries concerning genetic regulation of organ development and programmed cell death\'""', 'affiliations': [{'name': 'Massachusetts Institute of Technology (MIT)', 'city': 'Cambridge, MA', 'country': 'USA'}]}]",Horvitz,"[{'name': 'Massachusetts Institute of Technology (MIT)', 'city': 'Cambridge, MA', 'country': 'USA'}]",medicine,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",,3,2002
729,1942-03-27,Cambridge,United Kingdom,GB,2018-03-06,,,,John E.,male,752,"[{'year': '2002', 'category': 'medicine', 'share': '3', 'motivation': '""for their discoveries concerning genetic regulation of organ development and programmed cell death\'""', 'affiliations': [{'name': 'The Wellcome Trust Sanger Institute', 'city': 'Cambridge', 'country': 'United Kingdom'}]}]",Sulston,"[{'name': 'The Wellcome Trust Sanger Institute', 'city': 'Cambridge', 'country': 'United Kingdom'}]",medicine,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",,3,2002
730,1914-10-14,"Washington, DC",USA,US,2006-05-31,"Blue Point, NY",USA,US,Raymond,male,753,"[{'year': '2002', 'category': 'physics', 'share': '4', 'motivation': '""for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos""', 'affiliations': [{'name': 'University of Pennsylvania', 'city': 'Philadelphia, PA', 'country': 'USA'}]}]",Davis Jr.,"[{'name': 'University of Pennsylvania', 'city': 'Philadelphia, PA', 'country': 'USA'}]",physics,"""for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos""",,4,2002
731,1926-09-19,Toyohashi,Japan,JP,0000-00-00,,,,Masatoshi,male,754,"[{'year': '2002', 'category': 'physics', 'share': '4', 'motivation': '""for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos""', 'affiliations': [{'name': 'University of Tokyo', 'city': 'Tokyo', 'country': 'Japan'}]}]",Koshiba,"[{'name': 'University of Tokyo', 'city': 'Tokyo', 'country': 'Japan'}]",physics,"""for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos""",,4,2002
732,1931-10-06,Genoa,Italy,IT,0000-00-00,,,,Riccardo,male,755,"[{'year': '2002', 'category': 'physics', 'share': '2', 'motivation': '""for pioneering contributions to astrophysics, which have led to the discovery of cosmic X-ray sources""', 'affiliations': [{'name': 'Associated Universities Inc.', 'city': 'Washington, DC', 'country': 'USA'}]}]",Giacconi,"[{'name': 'Associated Universities Inc.', 'city': 'Washington, DC', 'country': 'USA'}]",physics,"""for pioneering contributions to astrophysics, which have led to the discovery of cosmic X-ray sources""",,2,2002
733,1917-06-15,"New York, NY",USA,US,2010-12-10,"Richmond, VA",USA,US,John B.,male,756,"[{'year': '2002', 'category': 'chemistry', 'overallMotivation': '""for the development of methods for identification and structure analyses of biological macromolecules""', 'share': '4', 'motivation': '""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules""', 'affiliations': [{'name': 'Virginia Commonwealth University', 'city': 'Richmond, VA', 'country': 'USA'}]}]",Fenn,"[{'name': 'Virginia Commonwealth University', 'city': 'Richmond, VA', 'country': 'USA'}]",chemistry,"""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules""","""for the development of methods for identification and structure analyses of biological macromolecules""",4,2002
734,1959-08-03,Toyama City,Japan,JP,0000-00-00,,,,Koichi,male,757,"[{'year': '2002', 'category': 'chemistry', 'overallMotivation': '""for the development of methods for identification and structure analyses of biological macromolecules""', 'share': '4', 'motivation': '""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules""', 'affiliations': [{'name': 'Shimadzu Corp.', 'city': 'Kyoto', 'country': 'Japan'}]}]",Tanaka,"[{'name': 'Shimadzu Corp.', 'city': 'Kyoto', 'country': 'Japan'}]",chemistry,"""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules""","""for the development of methods for identification and structure analyses of biological macromolecules""",4,2002
735,1938-10-04,Aarberg,Switzerland,CH,0000-00-00,,,,Kurt,male,758,"[{'year': '2002', 'category': 'chemistry', 'overallMotivation': '""for the development of methods for identification and structure analyses of biological macromolecules""', 'share': '2', 'motivation': '""for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution""', 'affiliations': [{'name': 'Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology)', 'city': 'Zurich', 'country': 'Switzerland'}, {'name': 'The Scripps Research Institute', 'city': 'La Jolla, CA', 'country': 'USA'}]}]",Wüthrich,"[{'name': 'Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology)', 'city': 'Zurich', 'country': 'Switzerland'}, {'name': 'The Scripps Research Institute', 'city': 'La Jolla, CA', 'country': 'USA'}]",chemistry,"""for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution""","""for the development of methods for identification and structure analyses of biological macromolecules""",2,2002
736,1934-03-05,Tel Aviv,British Mandate of Palestine (now Israel),IL,0000-00-00,,,,Daniel,male,759,"[{'year': '2002', 'category': 'economics', 'share': '2', 'motivation': '""for having integrated insights from psychological research into economic science, especially concerning human judgment and decision-making under uncertainty""', 'affiliations': [{'name': 'Princeton University', 'city': 'Princeton, NJ', 'country': 'USA'}]}]",Kahneman,"[{'name': 'Princeton University', 'city': 'Princeton, NJ', 'country': 'USA'}]",economics,"""for having integrated insights from psychological research into economic science, especially concerning human judgment and decision-making under uncertainty""",,2,2002
737,1927-01-01,"Wichita, KS",USA,US,0000-00-00,,,,Vernon L.,male,760,"[{'year': '2002', 'category': 'economics', 'share': '2', 'motivation': '""for having established laboratory experiments as a tool in empirical economic analysis, especially in the study of alternative market mechanisms""', 'affiliations': [{'name': 'George Mason University', 'city': 'Fairfax, VA', 'country': 'USA'}]}]",Smith,"[{'name': 'George Mason University', 'city': 'Fairfax, VA', 'country': 'USA'}]",economics,"""for having established laboratory experiments as a tool in empirical economic analysis, especially in the study of alternative market mechanisms""",,2,2002
738,1929-11-09,Budapest,Hungary,HU,2016-03-31,Budapest,Hungary,HU,Imre,male,761,"[{'year': '2002', 'category': 'literature', 'share': '1', 'motivation': '""for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history""', 'affiliations': [[]]}]",Kertész,[[]],literature,"""for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history""",,1,2002
739,1924-10-01,"Plains, GA",USA,US,0000-00-00,,,,Jimmy,male,762,"[{'year': '2002', 'category': 'peace', 'share': '1', 'motivation': '""for his decades of untiring effort to find peaceful solutions to international conflicts, to advance democracy and human rights, and to promote economic and social development""', 'affiliations': [[]]}]",Carter,[[]],peace,"""for his decades of untiring effort to find peaceful solutions to international conflicts, to advance democracy and human rights, and to promote economic and social development""",,1,2002
740,1940-02-09,Cape Town,South Africa,ZA,0000-00-00,,,,John M.,male,763,"[{'year': '2003', 'category': 'literature', 'share': '1', 'motivation': '""who in innumerable guises portrays the surprising involvement of the outsider""', 'affiliations': [[]]}]",Coetzee,[[]],literature,"""who in innumerable guises portrays the surprising involvement of the outsider""",,1,2003
741,1929-05-06,"Sidney, OH",USA,US,2007-03-27,"Urbana, IL",USA,US,Paul C.,male,764,"[{'year': '2003', 'category': 'medicine', 'share': '2', 'motivation': '""for their discoveries concerning magnetic resonance imaging""', 'affiliations': [{'name': 'University of Illinois', 'city': 'Urbana, IL', 'country': 'USA'}]}]",Lauterbur,"[{'name': 'University of Illinois', 'city': 'Urbana, IL', 'country': 'USA'}]",medicine,"""for their discoveries concerning magnetic resonance imaging""",,2,2003
742,1933-10-09,London,United Kingdom,GB,2017-02-08,,,,Sir Peter,male,765,"[{'year': '2003', 'category': 'medicine', 'share': '2', 'motivation': '""for their discoveries concerning magnetic resonance imaging""', 'affiliations': [{'name': 'University of Nottingham, School of Physics and Astronomy', 'city': 'Nottingham', 'country': 'United Kingdom'}]}]",Mansfield,"[{'name': 'University of Nottingham, School of Physics and Astronomy', 'city': 'Nottingham', 'country': 'United Kingdom'}]",medicine,"""for their discoveries concerning magnetic resonance imaging""",,2,2003
743,1928-06-25,Moscow,USSR (now Russia),RU,2017-03-29,,,,Alexei A.,male,766,"[{'year': '2003', 'category': 'physics', 'share': '3', 'motivation': '""for pioneering contributions to the theory of superconductors and superfluids""', 'affiliations': [{'name': 'Argonne National Laboratory', 'city': 'Argonne, IL', 'country': 'USA'}]}]",Abrikosov,"[{'name': 'Argonne National Laboratory', 'city': 'Argonne, IL', 'country': 'USA'}]",physics,"""for pioneering contributions to the theory of superconductors and superfluids""",,3,2003
744,1916-10-04,Moscow,Russia,RU,2009-11-08,,,,Vitaly L.,male,767,"[{'year': '2003', 'category': 'physics', 'share': '3', 'motivation': '""for pioneering contributions to the theory of superconductors and superfluids""', 'affiliations': [{'name': 'P.N. Lebedev Physical Institute', 'city': 'Moscow', 'country': 'Russia'}]}]",Ginzburg,"[{'name': 'P.N. Lebedev Physical Institute', 'city': 'Moscow', 'country': 'Russia'}]",physics,"""for pioneering contributions to the theory of superconductors and superfluids""",,3,2003
745,1938-03-26,London,United Kingdom,GB,0000-00-00,,,,Anthony J.,male,768,"[{'year': '2003', 'category': 'physics', 'share': '3', 'motivation': '""for pioneering contributions to the theory of superconductors and superfluids""', 'affiliations': [{'name': 'University of Illinois', 'city': 'Urbana, IL', 'country': 'USA'}]}]",Leggett,"[{'name': 'University of Illinois', 'city': 'Urbana, IL', 'country': 'USA'}]",physics,"""for pioneering contributions to the theory of superconductors and superfluids""",,3,2003
746,1949-01-30,"Northfield, MN",USA,US,0000-00-00,,,,Peter,male,769,"[{'year': '2003', 'category': 'chemistry', 'overallMotivation': '""for discoveries concerning channels in cell membranes""', 'share': '2', 'motivation': '""for the discovery of water channels""', 'affiliations': [{'name': 'Johns Hopkins University School of Medicine', 'city': 'Baltimore, MD', 'country': 'USA'}]}]",Agre,"[{'name': 'Johns Hopkins University School of Medicine', 'city': 'Baltimore, MD', 'country': 'USA'}]",chemistry,"""for the discovery of water channels""","""for discoveries concerning channels in cell membranes""",2,2003
747,1956-02-19,"Burlington, MA",USA,US,0000-00-00,,,,Roderick,male,770,"[{'year': '2003', 'category': 'chemistry', 'overallMotivation': '""for discoveries concerning channels in cell membranes""', 'share': '2', 'motivation': '""for structural and mechanistic studies of ion channels""', 'affiliations': [{'name': 'Rockefeller University', 'city': 'New York, NY', 'country': 'USA'}, {'name': 'Howard Hughes Medical Institute'}]}]",MacKinnon,"[{'name': 'Rockefeller University', 'city': 'New York, NY', 'country': 'USA'}, {'name': 'Howard Hughes Medical Institute'}]",chemistry,"""for structural and mechanistic studies of ion channels""","""for discoveries concerning channels in cell membranes""",2,2003
748,1942-11-10,"Syracuse, NY",USA,US,0000-00-00,,,,Robert F.,male,771,"[{'year': '2003', 'category': 'economics', 'share': '2', 'motivation': '""for methods of analyzing economic time series with time-varying volatility (ARCH)""', 'affiliations': [{'name': 'New York University', 'city': 'New York, NY', 'country': 'USA'}]}]",Engle III,"[{'name': 'New York University', 'city': 'New York, NY', 'country': 'USA'}]",economics,"""for methods of analyzing economic time series with time-varying volatility (ARCH)""",,2,2003
749,1934-09-04,Swansea,United Kingdom,GB,2009-05-27,"San Diego, CA",USA,US,Clive W.J.,male,772,"[{'year': '2003', 'category': 'economics', 'share': '2', 'motivation': '""for methods of analyzing economic time series with common trends (cointegration)""', 'affiliations': [{'name': 'University of California', 'city': 'San Diego, CA', 'country': 'USA'}]}]",Granger,"[{'name': 'University of California', 'city': 'San Diego, CA', 'country': 'USA'}]",economics,"""for methods of analyzing economic time series with common trends (cointegration)""",,2,2003
750,1947-06-21,Hamadan,Iran,IR,0000-00-00,,,,Shirin,female,773,"[{'year': '2003', 'category': 'peace', 'share': '1', 'motivation': '""for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children""', 'affiliations': [[]]}]",Ebadi,[[]],peace,"""for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children""",,1,2003
751,1946-07-02,"New York, NY",USA,US,0000-00-00,,,,Richard,male,774,"[{'year': '2004', 'category': 'medicine', 'share': '2', 'motivation': '""for their discoveries of odorant receptors and the organization of the olfactory system""', 'affiliations': [{'name': 'Columbia University', 'city': 'New York, NY', 'country': 'USA'}]}]",Axel,"[{'name': 'Columbia University', 'city': 'New York, NY', 'country': 'USA'}]",medicine,"""for their discoveries of odorant receptors and the organization of the olfactory system""",,2,2004
752,1947-01-29,"Seattle, WA",USA,US,0000-00-00,,,,Linda B.,female,775,"[{'year': '2004', 'category': 'medicine', 'share': '2', 'motivation': '""for their discoveries of odorant receptors and the organization of the olfactory system""', 'affiliations': [{'name': 'Fred Hutchinson Cancer Research Center', 'city': 'Seattle, WA', 'country': 'USA'}]}]",Buck,"[{'name': 'Fred Hutchinson Cancer Research Center', 'city': 'Seattle, WA', 'country': 'USA'}]",medicine,"""for their discoveries of odorant receptors and the organization of the olfactory system""",,2,2004
753,1941-02-19,"Washington, DC",USA,US,0000-00-00,,,,David J.,male,776,"[{'year': '2004', 'category': 'physics', 'share': '3', 'motivation': '""for the discovery of asymptotic freedom in the theory of the strong interaction""', 'affiliations': [{'name': 'University of California, Kavli Institute for Theoretical Physics', 'city': 'Santa Barbara, CA', 'country': 'USA'}]}]",Gross,"[{'name': 'University of California, Kavli Institute for Theoretical Physics', 'city': 'Santa Barbara, CA', 'country': 'USA'}]",physics,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",,3,2004
754,1949-08-31,"New York, NY",USA,US,0000-00-00,,,,H. David,male,777,"[{'year': '2004', 'category': 'physics', 'share': '3', 'motivation': '""for the discovery of asymptotic freedom in the theory of the strong interaction""', 'affiliations': [{'name': 'California Institute of Technology (Caltech)', 'city': 'Pasadena, CA', 'country': 'USA'}]}]",Politzer,"[{'name': 'California Institute of Technology (Caltech)', 'city': 'Pasadena, CA', 'country': 'USA'}]",physics,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",,3,2004
755,1951-05-15,"New York, NY",USA,US,0000-00-00,,,,Frank,male,778,"[{'year': '2004', 'category': 'physics', 'share': '3', 'motivation': '""for the discovery of asymptotic freedom in the theory of the strong interaction""', 'affiliations': [{'name': 'Massachusetts Institute of Technology (MIT)', 'city': 'Cambridge, MA', 'country': 'USA'}]}]",Wilczek,"[{'name': 'Massachusetts Institute of Technology (MIT)', 'city': 'Cambridge, MA', 'country': 'USA'}]",physics,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",,3,2004
756,1947-10-01,Haifa,British Protectorate of Palestine (now Israel),IL,0000-00-00,,,,Aaron,male,779,"[{'year': '2004', 'category': 'chemistry', 'share': '3', 'motivation': '""for the discovery of ubiquitin-mediated protein degradation""', 'affiliations': [{'name': 'Technion - Israel Institute of Technology', 'city': 'Haifa', 'country': 'Israel'}]}]",Ciechanover,"[{'name': 'Technion - Israel Institute of Technology', 'city': 'Haifa', 'country': 'Israel'}]",chemistry,"""for the discovery of ubiquitin-mediated protein degradation""",,3,2004
757,1937-12-31,Karcag,Hungary,HU,0000-00-00,,,,Avram,male,780,"[{'year': '2004', 'category': 'chemistry', 'share': '3', 'motivation': '""for the discovery of ubiquitin-mediated protein degradation""', 'affiliations': [{'name': 'Technion - Israel Institute of Technology', 'city': 'Haifa', 'country': 'Israel'}]}]",Hershko,"[{'name': 'Technion - Israel Institute of Technology', 'city': 'Haifa', 'country': 'Israel'}]",chemistry,"""for the discovery of ubiquitin-mediated protein degradation""",,3,2004
758,1926-07-16,"Brooklyn, NY",USA,US,2015-06-03,"Deerfield, MA",USA,US,Irwin,male,781,"[{'year': '2004', 'category': 'chemistry', 'share': '3', 'motivation': '""for the discovery of ubiquitin-mediated protein degradation""', 'affiliations': [{'name': 'University of California', 'city': 'Irvine, CA', 'country': 'USA'}]}]",Rose,"[{'name': 'University of California', 'city': 'Irvine, CA', 'country': 'USA'}]",chemistry,"""for the discovery of ubiquitin-mediated protein degradation""",,3,2004
759,1946-10-20,Mürzzuschlag,Austria,AT,0000-00-00,,,,Elfriede,female,782,"[{'year': '2004', 'category': 'literature', 'share': '1', 'motivation': '""for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society\'s clich&eacute;s and their subjugating power""', 'affiliations': [[]]}]",Jelinek,[[]],literature,"""for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power""",,1,2004
760,1940-04-01,Nyeri,Kenya,KE,2011-09-25,Nairobi,Kenya,KE,Wangari Muta,female,783,"[{'year': '2004', 'category': 'peace', 'share': '1', 'motivation': '""for her contribution to sustainable development, democracy and peace""', 'affiliations': [[]]}]",Maathai,[[]],peace,"""for her contribution to sustainable development, democracy and peace""",,1,2004
761,1943-12-01,Gjesdal,Norway,NO,0000-00-00,,,,Finn E.,male,786,"[{'year': '2004', 'category': 'economics', 'share': '2', 'motivation': '""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""', 'affiliations': [{'name': 'Carnegie Mellon University', 'city': 'Pittsburgh, PA', 'country': 'USA'}, {'name': 'University of California', 'city': 'Santa Barbara, CA', 'country': 'USA'}]}]",Kydland,"[{'name': 'Carnegie Mellon University', 'city': 'Pittsburgh, PA', 'country': 'USA'}, {'name': 'University of California', 'city': 'Santa Barbara, CA', 'country': 'USA'}]",economics,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",,2,2004
762,1940-12-26,"Glens Falls, NY",USA,US,0000-00-00,,,,Edward C.,male,787,"[{'year': '2004', 'category': 'economics', 'share': '2', 'motivation': '""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""', 'affiliations': [{'name': 'Arizona State University', 'city': 'Tempe, AZ', 'country': 'USA'}, {'name': 'Federal Reserve Bank of Minneapolis', 'city': 'Minneapolis, MN', 'country': 'USA'}]}]",Prescott,"[{'name': 'Arizona State University', 'city': 'Tempe, AZ', 'country': 'USA'}, {'name': 'Federal Reserve Bank of Minneapolis', 'city': 'Minneapolis, MN', 'country': 'USA'}]",economics,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",,2,2004
763,1951-09-30,Kalgoorlie,Australia,AU,0000-00-00,,,,Barry J.,male,789,"[{'year': '2005', 'category': 'medicine', 'share': '2', 'motivation': '""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""', 'affiliations': [{'name': 'NHMRC Helicobacter pylori Research Laboratory, QEII Medical Centre', 'city': 'Nedlands', 'country': 'Australia'}, {'name': 'University of Western Australia', 'city': 'Perth', 'country': 'Australia'}]}]",Marshall,"[{'name': 'NHMRC Helicobacter pylori Research Laboratory, QEII Medical Centre', 'city': 'Nedlands', 'country': 'Australia'}, {'name': 'University of Western Australia', 'city': 'Perth', 'country': 'Australia'}]",medicine,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",,2,2005
764,1937-06-11,Adelaide,Australia,AU,0000-00-00,,,,J. Robin,male,790,"[{'year': '2005', 'category': 'medicine', 'share': '2', 'motivation': '""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""', 'affiliations': [{'city': 'Perth', 'country': 'Australia'}]}]",Warren,"[{'city': 'Perth', 'country': 'Australia'}]",medicine,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",,2,2005
765,1925-09-01,"New York, NY",USA,US,0000-00-00,,,,Roy J.,male,791,"[{'year': '2005', 'category': 'physics', 'share': '2', 'motivation': '""for his contribution to the quantum theory of optical coherence""', 'affiliations': [{'name': 'Harvard University', 'city': 'Cambridge, MA', 'country': 'USA'}]}]",Glauber,"[{'name': 'Harvard University', 'city': 'Cambridge, MA', 'country': 'USA'}]",physics,"""for his contribution to the quantum theory of optical coherence""",,2,2005
766,1934-08-21,"Denver, CO",USA,US,0000-00-00,,,,John L.,male,792,"[{'year': '2005', 'category': 'physics', 'share': '4', 'motivation': '""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""', 'affiliations': [{'name': 'University of Colorado, JILA', 'city': 'Boulder, CO', 'country': 'USA'}, {'name': 'National Institute of Standards and Technology', 'city': 'Boulder, CO', 'country': 'USA'}]}]",Hall,"[{'name': 'University of Colorado, JILA', 'city': 'Boulder, CO', 'country': 'USA'}, {'name': 'National Institute of Standards and Technology', 'city': 'Boulder, CO', 'country': 'USA'}]",physics,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",,4,2005
767,1941-10-30,Heidelberg,Germany,DE,0000-00-00,,,,Theodor W.,male,793,"[{'year': '2005', 'category': 'physics', 'share': '4', 'motivation': '""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""', 'affiliations': [{'name': 'Max-Planck-Institut für Quantenoptik', 'city': 'Garching', 'country': 'Germany'}, {'name': 'Ludwig-Maximilians- Universität', 'city': 'Munich', 'country': 'Germany'}]}]",Hänsch,"[{'name': 'Max-Planck-Institut für Quantenoptik', 'city': 'Garching', 'country': 'Germany'}, {'name': 'Ludwig-Maximilians- Universität', 'city': 'Munich', 'country': 'Germany'}]",physics,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",,4,2005
